?? AI & Democracy Map Review v3;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
V.8 ID;Stable ID;Harm Mechanism;Harm Sub-cluster;Pro-Democracy Mechanism;Mitigation Mechanism;Mech ID;Mitigation Mech ID;Solution (paraphrased);Solution (verbatim);Threat (paraphrased);Threat (verbatim);Independent Opportunity (paraphrased);Independent Opportunity (verbatim);Source;Note;P4Dem Category  1;P4Dem Category  2;P4Dem  Category 3;P4Dem  Category 4;P4Dem  Category 5;P4Dem  Category 6;Notes KH;Notes Aurora;SY comments;More than 4 codes
56;156;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;B6; Prohibit the knowing and intentional dissemination of vote-suppressing deepfakes within 60 days before elections ;" ""Federal and state legislators should also pass laws prohibiting the knowing and intentional dissemination of deepfakes with strong potential to suppress votes within 60 days before elections"" (Voter Suppression Prohibitions) "; Activists deployed AI systems to support voter suppression efforts ;" ""Activists deployed AI systems to support voter suppression efforts"" (Introduction) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 1.1 SECONDARY Nationhood and Citizenship; ; ;;;;;;no
55;157;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;B6; Congress should close the loophole permitting political robocalls to landlines without consent ;" ""Congress should close the loophole in robocall regulations that allows political robocalls to be made to landlines under certain conditions without prior consent"" (Voter Suppression Prohibitions) "; Activists deployed AI systems to support voter suppression efforts ;" ""Activists deployed AI systems to support voter suppression efforts"" (Introduction) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 1.1 SECONDARY Nationhood and Citizenship; 3.2 SECONDARY Opinion Formation and Political Participation; ;;;;;;no
58;158;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;B6; The FCC should complete the process to tighten rules on AI-powered robocalls to mobile devices ;" ""The FCC should also complete the process it began in August 2024 to augment prior express consent rules around generative AI–powered robocalls and clarify that the strengthened requirements would apply to political robocalls made to mobile devices"" (Voter Suppression Prohibitions) "; Activists deployed AI systems to support voter suppression efforts ;" ""Activists deployed AI systems to support voter suppression efforts"" (Introduction) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 1.1 SECONDARY Nationhood and Citizenship; 3.2 SECONDARY Opinion Formation and Political Participation; ;;;;;;no
24;160;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;B6; New data privacy protections limiting generative AI models' collection and use of personal data, with opt-in requirements and restrictions on third-party data sales ;" ""Congress and the states should pass new data privacy protections…limiting personal data collection to use for authorized purposes and giving users the power to opt in to collection of personal data"" (Data Safeguards and Corporate Accountability) "; AI can be used to manipulate or intimidate voters and election officials by exploiting personal data collected by generative AI models ;" ""mitigate malefactors' ability to use AI tools to manipulate or intimidate voters or election officials with such data"" (Data Safeguards and Corporate Accountability) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 1.3 PRIMARY Civil and Political Rights; 2.1 SECONDARY Free and Fair Elections;; ;;;;;;no
62;167;Cyber-offensive capability amplification;Election infrastructure attacks;///;;H6A;B6; Require independent federal oversight and mandate security best practices for election system vendors as critical infrastructure ;" ""Congress should require independent federal oversight of election vendor security practices…The federal government should mandate election security best practices for vendors in the elections space"" (Election Security Defenses) "; Election system vendors are logical targets for AI-enhanced security attacks yet currently lack mandated security standards ;" ""Just as election offices are likely to be targets of AI-enhanced security threats, election system vendors are also logical targets"" (Election Security Defenses) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 2.3 SECONDARY Effective and Accountable Government; ; ;;;;;;no
195;147;///;;Knowledge & evidence infrastructure;;B7A;B7A;///;///;///;///;independent scientific evidence base enabling governments and legislators to make AI governance decisions ;"p. 9 — ""The Report aims to synthesise scientific evidence to support informed policymaking. It does not make specific policy recommendations""";Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;2.3 PRIMARY Effective & Accountable Government — Independent scientific synthesis enables governments to make evidence-based AI governance decisions. P4Dem inference;2.4 SECONDARY Democratic Effectiveness of Parliament — Provides legislators with an independent knowledge base for scrutinising AI-related legislation. P4Dem inference;;;;;;;;no
182;148;///;;Knowledge & evidence infrastructure;;B7A;B7A;///;///;///;///;International cooperation on developing a shared scientific evidence base for AI governance and regulation;"p. 9 — ""A diverse group of over 100 AI experts guided its development, including an international Expert Advisory Panel with nominees from over 30 countries and international organisations, including the OECD, the European Union, and the United Nations""";Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;4.1 PRIMARY External Influences on Democracy — Multilateral AI safety governance creates shared norms that can resist AI-enabled autocratic influence and foreign interference. P4Dem inference;4.2 SECONDARY Democratic Impact Abroad — International AI safety collaboration supports democratic governance standards in countries that lack independent AI oversight capacity. P4Dem inference;;;;;;;;no
71;13;Bias amplification & discrimination;Government service delivery;///;;H2C;B7a;Ongoing fairness and rights monitoring and interventions and adjust systems to embed equity in their design;"p.17 — ""ensure fairness, equity, and rights-protection""";AI systems in government services embed bias in service delivery and  may fail to reach or correctly identify marginalised populations, risking discrimination and disenfranchisement.;"p.17 — ""failed to…identify citizens with callused hands""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;1.1 PRIMARY Nationhood and Citizenship;1.2 SECONDARY Rule of Law and Access to Justice;2.3 SECONDARY Effective and Accountable Government;;;;I think this would map onto 2.3 and or 2.4, depending on who is drafting the legislation (I think that might vary across government systems).;would add here that missing code about impact on policy due to misleading info;;no
79;24;Power concentration & democratic displacement;Labour displacement & inequality;///;;H9B;B7a;Continued scrutiny and mapping to guide policy responses;"""AI's effects on the economy through job losses, wealth concentration, or other factors will require continued scrutiny and mapping to guide policy responses""";Economic disruption, wealth concentration and job displacement may risk democratic backsliding;"""Research indicates economic disruption can play a role in democratic backsliding—in concert with other factors, including culture, legal change, leaders, and media. As a result, AI's broader interactions with jobs and the economy may also impact democracy. But the nature and scale of AI's potential economic disruption remains disputed."" And p.8 — ""projections from the World Economic Forum predicting some 92 million jobs could be displaced by AI by 2030 (while some 170 million new ones may emerge)""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;1.4 PRIMARY Economic and Social Rights;2.3 SECONDARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;no
113;205;Regulatory & governance inadequacy;Framework blind spots;///;;H10B;B7a;Develop institution-specific threat models with capability thresholds (ISLs), population-scale evaluation benchmarks, governance-grade audit trails, proof-of-personhood for civic inputs, and pluralistic alignment architecture for public AI systems;"""encode these thresholds as Institutional Safety Levels (ISLs) for public-sector AI deployment… population- and institution-scale evaluations… log governance-grade decision records by default… proof-of-personhood for inputs such as public comments, filings, reports, or petitions"" (p.11) ";Existing AI regulatory frameworks cannot detect or address aggregate institutional harms — they assess individual outputs but have no tools for participatory channel saturation, epistemic monoculture, or transfer of normative authority;"""These frameworks provide only limited tools for assessing the aggregate, institution-level failure modes we describe in Section 3—such as participatory channel saturation, epistemic monoculture from shared model dependencies, or the transfer of normative authority to model developers through infrastructure procurement."" (p.4)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;2.7 SECONDARY Illegitimate Influence over Policy-Making;3.2 SECONDARY Opinion Formation and Political Participation;1.1 SECONDARY Nationhood and Citizenship ;;;;;;no
114;206;Regulatory & governance inadequacy;Framework blind spots;///;;H10B;B7a;Develop multi-agent simulations to stress-test institutional resilience under AI-mediated participation before risks materialise at scale;"""Develop multi-agent simulations to evaluate institutional resilience under AI-mediated participation."" (p.13)";Existing AI regulatory frameworks provide only limited tools for assessing aggregate, institution-level failure modes such as participatory channel saturation and epistemic monoculture from shared model dependencies;"""These frameworks provide only limited tools for assessing the aggregate, institution-level failure modes we describe in Section 3—such as participatory channel saturation, epistemic monoculture from shared model dependencies, or the transfer of normative authority to model developers through infrastructure procurement."" (p.4)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;1.1 SECONDARY Nationhood and Citizenship ;;;;;;;no
41;188;Information environment degradation;Verification asymmetry & trust erosion;///;;H3D;B7a;Develop multi-agent simulations to stress-test institutional resilience under AI-mediated participation before risks materialise at scale;"p.13 — ""Develop multi-agent simulations to evaluate institutional resilience under AI-mediated participation … Concrete questions include: at what volume does a comment system's signal-to-noise ratio collapse?""";When generating plausible political content becomes easier than verifying and widely correcting it, the binding constraint shifts to verification and distribution bandwidth, making timely rebuttal systematically harder than production, weakening shared reality and degrading trust even when truth is, in principle, recoverable;"p.9 — ""When generating plausible political content becomes easier than verifying and widely correcting it, the binding constraint shifts to verification and distribution bandwidth. This makes timely rebuttal systematically harder than production, weakening shared reality and degrading trust even when truth is, in principle, recoverable""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;;no
72;52;Bias amplification & discrimination;Criminal justice & policing;///;;H2A;B7a;Continuous observation and auditing;"p.7 — Given as general solution for ""Group/Equality"": ""continuous observation and auditing … crucial""";AI-based policing and sentencing tools reproduce historical over-representation of marginalised groups in crime data, compounding discrimination;"p.7 - ""Historically, marginalized groups will be overrepresented in crime records, negatively impacting group members in AI-based approaches to policing or sentencing""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.2 PRIMARY Rule of Law and Access to Justice;1.1 SECONDARY Nationhood and Citizenship;2.6 SECONDARY Civilian Control of Military and Police;;;;;;;no
73;53;Bias amplification & discrimination;Criminal justice & policing;///;;H2A;B7a;Continuous observation and auditing;"p.7 — Given as general solution for ""Group/Equality"": ""continuous observation and auditing … crucial""";Biased AI policing and sentencing may compound felony disenfranchisement, systematically skewing the electorate against historically marginalised groups;"p.7 - ""In countries like the US, where voting rights are withheld for felons…systematic biases in AI-supported policing and sentencing might over time come to systematically bias the electorate against historically disenfranchised groups""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.1 PRIMARY Nationhood and Citizenship;1.2 SECONDARY Rule of Law and Access to Justice;2.1 SECONDARY Free and Fair Elections;2.6 SECONDARY Civilian Control of Military and Police;;;;;;no
68;54;Bias amplification & discrimination;Election administration;///;;H2B;B7a;Continuous observation and auditing;"p.7 — Given as general solution for ""Group/Equality"": ""continuous observation and auditing … crucial""";AI-assisted redistricting risks encoding historical biases into electoral boundaries, skewing political representation;"p. 7 - ""AI-based approaches can also have a profound effect on electoral redistricting""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;2.1 PRIMARY Free and Fair Elections;1.1 SECONDARY Nationhood and Citizenship;;;;;;;;no
69;51;Bias amplification & discrimination;Government service delivery;///;;H2C;B7a;Continuous observation and auditing;"p.7 — Given as general solution for ""Group/Equality"": ""continuous observation and auditing … crucial""";AI replicates and reinforces societal bias;"p.7 — ""risks reinforcing existing biases in society""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.1 PRIMARY Nationhood and Citizenship;1.2 SECONDARY Rule of Law and Access to Justice;;;;;I think this would map onto 2.3 and or 2.4, depending on who is drafting the legislation (I think that might vary across government systems).;potentially add here that missing code about impact on policy due to misleading info;;no
188;99;///;;Knowledge & evidence infrastructure;;B7A;B7A;///;///;///;///;Social choice analysis can help evaluate the extent to which current machine learning paradigms are already implicitly democratic or undemocratic, generating accountability insights;"""social choice analysis can help us understand the extent to which the current machine learning paradigms may already be implicitly democratic or undemocratic"" (p.9)";Ovadya, A., Redman, K., Thorburn, L., Chen, Q.Z., Smith, O., Devine, F., Konya, A., Milli, S., Revel, M., Feng, K.J.K., Zhang, A.X., Chandra, B., Bakker, M.A. and Kasirzadeh, A. (2024/2025). Democratic AI is Possible. The Democracy Levels Framework Shows How It Might Work. Position paper presented at ICML 2025. arXiv:2411.09222. Available at: https://arxiv.org/abs/2411.09223;checked;2.3 PRIMARY Effective and Accountable Government;;;;;;;;;no
186;100;///;;Knowledge & evidence infrastructure;;B7A;B7A;///;///;///;///;Rigorous domain-specific metrics and evaluation frameworks are needed to assess the democratic quality of AI-enabled democratic systems;"""research is needed to develop domain-specific metrics and evaluation frameworks"" (p.9)";Ovadya, A., Redman, K., Thorburn, L., Chen, Q.Z., Smith, O., Devine, F., Konya, A., Milli, S., Revel, M., Feng, K.J.K., Zhang, A.X., Chandra, B., Bakker, M.A. and Kasirzadeh, A. (2024/2025). Democratic AI is Possible. The Democracy Levels Framework Shows How It Might Work. Position paper presented at ICML 2025. arXiv:2411.09222. Available at: https://arxiv.org/abs/2411.09224;checked;2.3 PRIMARY Effective and Accountable Government;;;;;;;;;no
170;106;///;;Knowledge & evidence infrastructure;;B7A;B7A;///;///;///;///;"Both ""democracy for AI"" and ""AI for democracy"" approaches would benefit from further research on integration into existing governance and technical structures";"""Both approaches—'democracy for AI' and 'AI for democracy'—would benefit from further research on integration into existing governance and technical structures and processes"" (p.9)";Ovadya, A., Redman, K., Thorburn, L., Chen, Q.Z., Smith, O., Devine, F., Konya, A., Milli, S., Revel, M., Feng, K.J.K., Zhang, A.X., Chandra, B., Bakker, M.A. and Kasirzadeh, A. (2024/2025). Democratic AI is Possible. The Democracy Levels Framework Shows How It Might Work. Position paper presented at ICML 2025. arXiv:2411.09222. Available at: https://arxiv.org/abs/2411.09230;checked;2.3 PRIMARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;;no
138;141;Human capacity erosion;Hallucination & reliability failures;///;;H7A;B7b;"Human-in-the-loop design; staged deployment; red-teaming before deployment in high-stakes settings";"p. 141 — ""Human-in-the-loop design to maintain critical functions when AI systems fail, whether from attacks, errors, or unexpected behaviour""";"AI systems fabricate information and produce flawed outputs, including in high-stakes legal, medical and administrative settings; current techniques cannot reduce failure rates to the levels required";"p. 71 — ""Current AI systems sometimes exhibit failures such as fabricating information, producing flawed code, and giving misleading advice… Current techniques can reduce failure rates but not to the level required in many high-stakes settings""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;1.2 PRIMARY Rule of Law & Access to Justice — AI hallucination in legal or administrative processes undermines judicial integrity and citizens' right to fair treatment. P4Dem inference;2.3 SECONDARY Effective & Accountable Government — AI failures in government decision-support systems undermine the accountability of public administration. P4Dem inference;;;;;could consider collapsing with SID120;;;no
192;11;///;;Institutional staffing & operational capacity;;B7B;B7B;///;///;///;///;Train a new cohort of public interest technologists to bridge technical and policy capacity in democratic institutions;"p. 15 - ""training of a new cohort of 'public interest technologists,' given the imperative of improving digital skills among public servants to ensure the promise of technology is met for democratic institutions""";George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;2.3 PRIMARY Effective and Accountable Government;2.4 SECONDARY The Democratic Effectiveness of Parliament;;;;;;;;no
153;67;///;;Institutional staffing & operational capacity;;B7B;B7B;///;///;///;///;Interdisciplinary collaboration between computer and social scientists is needed to monitor, evaluate, and guide AI implementation across all areas where it touches democracy;"p.9 - ""Social scientists need to consider AI in their analysis of features, dangers, and potentials of contemporary democracy… computer scientists and engineers need to consider the consequences for democracy in AI development and deployment… the analysis of AI's impact on democracy an important area of future interdisciplinary work""";Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.2 PRIMARY Opinion Formation and Political Participation;;;;;;;;;no
189;95;///;;Institutional staffing & operational capacity;;B7B;B7B;///;///;///;///;Systematic risk management across the full AI lifecycle — spanning design, development, deployment, and evaluation — builds the institutional accountability and public trust necessary for legitimate AI use in democratic governance;"""Understanding and managing the risks of AI systems will help to enhance trustworthiness, and in turn, cultivate public trust."" (p.1); ""With proper controls, AI systems can mitigate and manage inequitable outcomes."" (p.1)";National Institute of Standards and Technology (2023). AI Risk Management Framework (AI RMF 1.0). NIST. Available at: https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=936225 ;checked;2.3 PRIMARY Effective and Accountable Government;;;;;;;;;no
181;174;///;;Institutional staffing & operational capacity;;B7B;B7B; /// ; /// ; /// ; /// ;Governments at all levels should establish AI advisory councils invest in training government staff to use AI appropriately, secure funding for safe AI use across government departments, and hire technical AI talent (computer scientists, cybersecurity professionals, AI risk management experts) to ensure safe, responsible integration of AI into public operations.;"""State and local governments should establish advisory councils to obtain a baseline understanding of AI risks and opportunities to better serve the public"" (Government Capacity)";Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked;2.3 PRIMARY Effective and Accountable Government;;;;;;;;;no
65;169;Bias amplification & discrimination;Election administration;///;;H2B;B7b; Develop federal and state guidance and baseline standards for when and how election officials may use AI, with an incident reporting system for AI-related harms ;" ""Relevant federal and state agencies should develop guidance and baseline standards for election officials on how and when to use AI, and they should oversee the creation of an incident reporting system"" (Election Administration Standards) "; AI use in rights-affecting election administration tasks — maintaining voter rolls and verifying mail ballot signatures — risks introducing algorithmic bias that disenfranchises voters ;" ""election officials use AI-powered tools to assist in maintaining voter registration databases and to verify mail ballot signatures, both rights-affecting use cases that necessitate specific additional safeguards such as algorithmic bias testing and error rate monitoring"" (Election Administration Standards) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 1.1 SECONDARY Nationhood and Citizenship; 1.2 SECONDARY Rule of Law and Access to Justice; 2.3 SECONDARY Effective and Accountable Government;;;;;;no
145;184;Regulatory & governance inadequacy;Institutional channel saturation;///;;H10A;B7C;Require decision records and participation authentication for institutional AI, including proof-of-personhood infrastructure for inputs such as public comments so institutions can distinguish genuine from automated participation;"p.14-15 — ""deployed systems need to track provenance and support proof-of-personhood for inputs such as public comments, filings, reports, or petitions, so institutions can distinguish genuine participation from automated volume without compromising privacy""";"By making it cheap to generate large volumes of plausible civic submissions, AI can overwhelm administrative channels; unless agencies adopt robust, rights-preserving ways to authenticate and rate-limit inputs, they will be pushed toward restrictive gating mechanisms that disproportionately burden citizens with fewer resources";"p.8 — ""By making it cheap to generate large volumes of plausible civic submissions, AI can overwhelm administrative channels. Unless agencies adopt robust, rights-preserving ways to authenticate, rate-limit, and prioritize inputs, they will be pushed toward restrictive gating mechanisms, with disproportionate impact on citizens with fewer resources to navigate added friction""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;1.4 SECONDARY Economic and Social Rights;;;;;;;no
112;208;Regulatory & governance inadequacy;Institutional channel saturation;///;;H10A;B7C;Require proof-of-personhood authentication for civic inputs such as public comments, filings, and petitions, so institutions can distinguish genuine participation from automated volume without compromising privacy;"""deployed systems need to track provenance and support proof-of-personhood for inputs such as public comments, filings, reports, or petitions, so institutions can distinguish genuine participation from automated volume without compromising privacy."" (p.14–15)";Existing AI regulatory frameworks provide only limited tools for assessing participatory channel saturation — one of several aggregate, institution-level failure modes that current frameworks, oriented toward individual-level harms, cannot adequately address.;"""These frameworks provide only limited tools for assessing the aggregate, institution-level failure modes we describe in Section 3—such as participatory channel saturation, epistemic monoculture from shared model dependencies, or the transfer of normative authority to model developers through infrastructure procurement."" (p.4)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;;no
61;165;Cyber-offensive capability amplification;Election infrastructure attacks;///;;H6A;B7C; Invest in digital authentication markers in official election content to counter AI-generated impersonation and disinformation ;" ""Relevant federal and state agencies should invest in tools that will allow election offices to embed digital authentication markers in official content"" (Election Security Defenses) "; AI heightens the risk of cyberattacks on election infrastructure, placing already under-resourced election administration under further strain ;" ""As new AI developments elevate the risk of cyberattacks on election infrastructure, election officials need additional resources and support to implement safeguards"" (Election Security Defenses) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 2.3 SECONDARY Effective and Accountable Government; ; ;;;;;;no
178;210;///;;AI in government operations;;B8;B8;///;///;///;///;Election officials are already using AI to draft communications and provide voters with practical information, representing an emerging pro-democracy use of AI in election administration.;"""election officials experimented with AI to draft social media content and provide voters with important information like polling locations and hours of operation"" (Introduction)";Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked;2.3 PRIMARY Effective and Accountable Government;2.1 SECONDARY Free and Fair Elections;;;;;;;;no
171;16;///;;Democratic oversight of AI development;;B9;B9;///;///;///;///;Careful monitoring of AI in policymaking;"p.26 — ""monitor and advise on AI use in public policy""";George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;2.3 PRIMARY Effective and Accountable Government;2.4 SECONDARY The Democratic Effectiveness of Parliament;;;;;;;;no
172;9;///;;Democratic oversight of AI development;;B9;B9;///;///;///;///;"Civil society and technology initiatives are working to increase democratic and""calls to 'democratize AI' by defining and evaluating the 'democratic level' of AI models and working toward more participatory and public-interest AI"" collective inputs into AI model development, toward more participatory and public-interest AI";"""calls to 'democratize AI' by defining and evaluating the 'democratic level' of AI models and working toward more participatory and public-interest AI""";George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;3.2 PRIMARY Opinion Formation and Political Participation;2.3 SECONDARY Effective and Accountable Government;1.1 SECONDARY Nationhood and Citizenship;2.6 SECONDARY Illegitimate Influence over Policy-Making;;;;;;no
83;14;Power concentration & democratic displacement;Corporate concentration;///;;H9A;B9;Publicly accountable AI alternatives;"p.8 — ""government-funded, publicly accountable AI""";Concentration of AI power in private firms;"p.8 — ""concentrating immense power in a few Silicon Valley firms""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;2.6 PRIMARY Illegitimate Influence over Policy-Making;1.4 SECONDARY Economic and Social Rights;2.3 SECONDARY Effective and Accountable Government;;;;I think this would map onto 2.3 and or 2.4, depending on who is drafting the legislation (I think that might vary across government systems).;potentially add here that missing code about impact on policy due to misleading info;;no
190;203;///;;Democratic oversight of AI development;;B9;B9;///;///;///;///;Taiwan case: AI-supported citizens' assembly on deepfake regulation converged on durable multiparty policy, reducing impersonation ads by 94% within one year — demonstrating that deliberative infrastructure can be both resilient and effective;"p.15 — ""Taiwan convened 447 randomly selected citizens … The law passed with multiparty support, and impersonation ads fell by 94% within a year""";Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;2.4 SECONDARY Democratic Effectiveness of Legislature;;;;;;;;no
